,Vmag,Plx,ePlx,BV,eBV,dist,Vabs
105441.0,8.97,32.52,1.34,1.01,0.019,30.7503075031,6.53075268461
105483.0,8.03,25.22,1.05,0.762,0.002,39.6510705789,5.03872541119
105502.0,4.08,21.19,0.87,1.108,0.002,47.1920717319,0.710654783554
105511.0,7.19,14.28,0.62,0.339,0.009,70.0280112045,2.9636410372
105557.0,6.85,25.67,0.54,0.64,0.008,38.9559797429,3.89712934336
105606.0,7.61,26.53,1.03,0.741,0.003,37.6931775349,4.72868624991
105612.0,7.88,29.21,0.75,0.687,0.015,34.2348510784,5.20765778487
105629.0,7.47,19.1,0.85,0.546,0.004,52.3560209424,3.87516683624
105652.0,5.7,18.05,0.65,0.314,0.004,55.4016620499,1.98238603121
105668.0,5.48,20.8,0.91,0.297,0.005,48.0769230769,2.07031667481
105675.0,8.68,39.39,1.26,1.063,0.021,25.3871541,6.65692990405
105676.0,7.8,19.68,0.82,0.675,0.008,50.8130081301,4.27012547048
105703.0,5.67,14.84,0.67,0.323,0.003,67.3854447439,1.52716950472
105712.0,6.98,48.86,0.81,0.723,0.008,20.4666393778,5.42476731319
105766.0,7.26,38.86,0.58,0.619,0.015,25.7334019557,5.20751398132
105769.0,5.59,29.14,0.5,0.335,0.004,34.3170899108,2.91244773717
105773.0,7.95,17.47,0.84,0.449,0.009,57.2409845449,4.16146452491
105791.0,8.28,35.83,1.06,0.828,0.014,27.9095729835,6.05123404083
105841.0,6.1,15.68,0.77,0.366,0.005,63.7755102041,2.07673029174
105858.0,4.21,108.5,0.59,0.494,0.02,9.21658986175,4.38714869092
105860.0,6.08,21.72,0.78,0.235,0.009,46.0405156538,2.76429910458
105864.0,6.12,20.89,0.88,0.481,0.005,47.8697941599,2.7196921999
105905.0,8.65,43.12,1.17,0.924,0.015,23.1910946197,6.82339376089
105906.0,8.06,21.28,0.7,0.8,0.013,46.992481203,4.69985811812
105913.0,5.5,18.57,0.76,0.392,0.002,53.8502961766,1.8440595187
105918.0,6.72,29.56,0.96,0.529,0.006,33.8294993234,4.07352214861
105932.0,11.09,61.57,2.61,1.5,0.008,16.241676141,10.036845768
105966.0,5.39,17.96,0.71,0.049,0.003,55.6792873051,1.66153166166
105981.0,7.4,12.23,0.54,0.496,0.015,81.7661488144,2.83713228518
105992.0,8.84,25.85,0.79,0.84,0.015,38.6847195358,5.90230273715
106003.0,5.75,22.41,0.65,0.333,0.005,44.6229361892,2.50220928268
106007.0,6.61,28.41,0.98,0.49,0.01,35.198873636,3.87735616861
106066.0,7.09,13.41,0.58,0.519,0.006,74.5712155108,2.72714388926
106093.0,5.22,14.58,0.54,0.965,0.004,68.5871056241,1.03878761991
106106.0,10.33,148.29,1.85,1.62,0.007,6.74354305752,11.1855593259
106122.0,7.93,33.6,0.78,0.759,0.002,29.7619047619,5.56169638695
106147.0,9.11,55.38,1.42,1.261,0.015,18.0570603106,7.82676475705
106213.0,7.14,25.55,0.76,0.596,0.004,39.1389432485,4.17695452235
106230.0,6.86,20.19,0.57,0.681,0.007,49.5294700347,3.38568159472
106231.0,9.23,39.91,1.18,1.05,0.015,25.0563768479,7.23540863892
106305.0,8.84,28.8,1.22,0.955,0.021,34.7222222222,6.1369624388
106353.0,8.45,37.1,1.26,0.878,0.002,26.9541778976,6.29686954808
106407.0,7.78,34.76,0.76,0.81,0.011,28.7686996548,5.48539883888
106438.0,7.65,21.19,0.95,0.656,0.006,47.1920717319,4.28065478355
106481.0,3.98,26.2,0.51,0.885,0.004,38.1679389313,1.0715064566
106551.0,4.87,12.76,0.53,1.085,0.001,78.3699059561,0.399253371926
106559.0,5.7,36.86,0.91,0.423,0.005,27.1296798698,3.53277665442
106560.0,8.12,24.09,1.1,0.622,0.009,41.5110004151,5.02918399999
106586.0,6.86,18.78,0.86,0.492,0.005,53.2481363152,3.22847793965
106654.0,5.73,18.57,0.79,0.234,0.005,53.8502961766,2.0740595187
106696.0,7.14,67.85,0.92,0.879,0.008,14.7383935151,6.29774925998
106711.0,5.04,15.79,0.61,0.198,0.003,63.3312222926,1.03191065004
106782.0,7.2,19.45,0.97,0.473,0.005,51.4138817481,3.64459802831
106786.0,4.68,18.26,0.84,0.175,0.006,54.7645125958,0.987503865991
106811.0,9.83,76.07,2.53,1.495,0.009,13.1457867753,9.23606708128
106825.0,8.62,27.21,1.23,0.844,0.013,36.7511944138,5.7936427089
106856.0,5.66,18.74,0.75,0.265,0.005,53.3617929562,2.02384793276
106881.0,6.17,16.64,0.56,0.46,0.005,60.0961538462,2.27576660977
106882.0,8.91,23.72,0.75,0.867,0.022,42.1585160202,5.78557342346
106897.0,5.77,25.57,0.74,0.314,0.005,39.1083300743,2.80865364013
106907.0,6.28,22.16,0.81,0.949,0.006,45.1263537906,3.00784878028
106913.0,6.75,39.13,0.83,0.623,0.005,25.5558395093,4.7125492395
106914.0,7.12,15.82,0.55,0.476,0.015,63.211125158,3.11603239581
106931.0,8.07,24.81,1.03,0.684,0.015,40.3063280935,5.04313382136
106985.0,3.69,23.48,1.1,0.32,0.002,42.5894378194,0.543490462878
107010.0,7.43,20.1,0.71,0.536,0.006,49.7512437811,3.9459802871
107020.0,8.54,24.66,1.2,0.672,0.001,40.5515004055,5.4999653613
107022.0,7.07,45.17,0.67,0.755,0.002,22.1385875581,5.34425045281
107038.0,8.37,34.61,0.63,0.868,0.017,28.8933834152,6.06600799647
107040.0,7.41,19.95,0.8,0.6,0.015,50.1253132832,3.90971450011
107055.0,8.33,18.82,0.71,0.653,0.014,53.1349628055,4.70309809546
107070.0,7.45,37.19,0.89,0.686,0.009,26.8889486421,5.30213089179
107095.0,5.16,30.73,0.92,0.672,0.003,32.5414904003,2.59781280128
107119.0,4.55,18.55,0.46,1.108,0.004,53.9083557951,0.891719569755
107152.0,8.36,26.72,1.13,0.756,0.012,37.4251497006,5.49418226902
107191.0,6.88,27.78,0.51,0.531,0.003,35.9971202304,4.09866120701
107225.0,6.67,26.56,0.81,0.559,0.004,37.6506024096,3.79114035348
107228.0,8.35,18.43,0.83,0.596,0.015,54.2593597396,4.6776266761
107230.0,5.18,13.19,0.46,1.063,0.004,75.8150113723,0.781223977732
107299.0,6.49,23.05,0.77,0.484,0.005,43.3839479393,3.30335464863
107300.0,6.86,23.3,0.81,0.477,0.006,42.9184549356,3.69677960513
107302.0,5.96,19.08,0.95,0.219,0.01,52.4109014675,2.36289185184
107310.0,4.49,44.64,0.69,0.512,0.007,22.4014336918,2.73862092965
107339.0,6.61,20.9,0.64,0.413,0.006,47.8468899522,3.21073143056
107346.0,9.65,49.27,1.43,1.334,0.005,20.2963263649,8.11291281137
107350.0,5.96,54.37,0.85,0.587,0.003,18.3924958617,4.63679666501
107354.0,4.14,28.34,0.88,0.425,0.009,35.2858151023,1.40199922956
107412.0,6.69,25.7,0.87,0.439,0.007,38.9105058366,3.73966561666
107457.0,8.0,26.33,0.59,0.727,0.011,37.9794910748,5.10225429553
107522.0,8.77,52.56,1.88,1.322,0.003,19.0258751903,7.37327678276
107558.0,6.18,19.9,0.8,0.35,0.006,50.2512562814,2.67426538205
107614.0,8.58,22.36,1.07,0.674,0.011,44.7227191413,5.32735899607
107618.0,8.06,21.08,1.03,0.613,0.002,47.4383301708,4.6793530327
107620.0,7.59,29.43,0.89,0.66,0.01,33.9789330615,4.9339513105
107625.0,8.62,42.12,1.06,0.96,0.0,23.7416904084,6.74244181257
107649.0,5.57,63.95,0.78,0.601,0.003,15.6372165754,4.59920274407
107665.0,8.72,22.16,0.88,0.819,0.017,45.1263537906,5.44784878028
107700.0,8.97,27.99,0.82,0.86,0.015,35.7270453733,6.20501449233
107779.0,7.45,20.39,0.93,0.573,0.003,49.0436488475,3.99708612889
107788.0,5.34,29.91,0.77,0.394,0.004,33.433634236,2.71908206516
107805.0,8.28,25.94,1.01,0.735,0.017,38.5505011565,5.34984985874
107806.0,7.89,24.46,1.02,0.726,0.008,40.8830744072,4.8322822635
107821.0,7.97,20.27,0.97,0.737,0.014,49.3339911199,4.50426874347
107822.0,7.81,29.31,0.66,0.777,0.011,34.1180484476,5.14507909219
107877.0,6.85,25.11,0.98,0.487,0.013,39.8247710076,3.84923356356
107895.0,8.6,28.47,1.26,0.848,0.016,35.1246926589,5.87193733573
107920.0,7.85,33.93,1.41,0.798,0.008,29.4724432655,5.50291929823
107941.0,8.19,31.97,1.06,0.88,0.002,31.2793243666,5.71371318136
107947.0,7.22,22.18,0.8,0.51,0.001,45.0856627592,3.94980770907
107958.0,8.24,24.95,1.05,0.72,0.015,40.0801603206,5.2253527498
107974.0,7.2,19.58,0.94,0.445,0.01,51.0725229826,3.65906343734
107975.0,5.52,36.15,0.69,0.426,0.005,27.6625172891,3.31054150815
107995.0,6.64,11.51,0.52,0.108,0.005,86.8809730669,1.94537661815
108020.0,9.84,35.78,1.66,1.18,0.02,27.9485746227,7.60820168116
108028.0,8.18,41.71,0.98,0.937,0.016,23.9750659314,6.28120094923
108036.0,5.08,36.15,0.81,0.378,0.011,27.6625172891,2.87054150815
108041.0,8.7,20.75,0.96,0.746,0.003,48.1927710843,5.28509050524
108060.0,5.69,14.18,0.69,0.011,0.007,70.5218617772,1.44838115424
108065.0,7.82,27.56,0.93,0.733,0.002,36.2844702467,5.02139606618
108085.0,3.0,16.07,0.77,-0.084,0.003,62.2277535781,-0.969920616183
108092.0,10.3,43.07,1.55,1.333,0.01,23.2180171813,8.47087435881
108147.0,7.47,14.13,0.69,0.352,0.011,70.771408351,3.22071080924
108156.0,7.73,49.21,0.93,0.911,0.005,20.3210729527,6.19026682517
108158.0,7.43,25.1,0.74,0.696,0.005,39.8406374502,4.42836860741
108162.0,8.23,37.91,1.18,1.0,0.015,26.3782643102,6.12376892213
108174.0,6.92,20.8,0.58,0.486,0.008,48.0769230769,3.51031667481
108195.0,5.92,21.49,0.67,0.393,0.003,46.533271289,2.58118207746
108241.0,8.46,30.22,1.06,0.842,0.004,33.0906684315,5.86147230002
108258.0,6.55,18.12,0.86,0.481,0.004,55.1876379691,2.8407909667
108375.0,7.47,22.73,1.01,0.568,0.009,43.9947206335,4.25299717862
108380.0,11.02,50.43,2.48,1.439,0.01,19.8294665873,9.5334448408
108405.0,10.36,61.63,2.67,1.51,0.015,16.2258640273,9.30896083865
108431.0,4.4,17.65,0.78,0.297,0.013,56.657223796,0.633723548619
108434.0,8.88,19.63,0.86,0.73,0.02,50.9424350484,5.344601498
108453.0,6.33,17.98,0.81,0.378,0.009,55.617352614,2.60394843699
108467.0,10.56,47.95,1.08,0.742,0.015,20.8550573514,8.96394305753
108468.0,7.16,29.06,0.89,0.64,0.009,34.4115622849,4.47647804981
108473.0,6.95,23.68,1.05,0.577,0.009,42.2297297297,3.82190849025
108481.0,9.09,31.7,1.23,1.04,0.015,31.5457413249,6.59529631109
108490.0,6.95,34.12,0.7,0.501,0.008,29.3083235639,4.61504511248
108535.0,5.04,26.67,0.45,0.439,0.001,37.4953130859,2.17011507845
108569.0,9.74,84.26,1.74,1.479,0.016,11.8680275338,9.36810727395
108602.0,7.54,21.27,0.69,0.553,0.015,47.0145745181,4.17883744951
108632.0,6.46,15.05,0.66,0.463,0.01,66.4451827243,2.34768249965
108706.0,11.99,111.57,3.19,1.718,0.02,8.9629828807,12.2277371654
108736.0,7.12,27.96,0.86,0.572,0.011,35.765379113,4.35268583537
108774.0,7.96,29.79,0.9,0.693,0.009,33.5683115139,5.33035251608
108782.0,9.17,96.98,1.48,1.453,0.01,10.3114044133,9.1034108989
108809.0,6.63,33.25,0.91,0.504,0.009,30.0751879699,4.2389582482
108849.0,5.94,16.2,0.57,0.399,0.003,61.7283950617,1.98757507271
108859.0,7.65,21.24,1.0,0.594,0.015,47.0809792844,4.28577256205
108870.0,4.69,275.76,0.69,1.056,0.016,3.62634174645,6.892656352
108903.0,6.88,20.76,0.82,0.564,0.005,48.1695568401,3.46613674588
108912.0,7.87,23.29,0.98,0.617,0.015,42.9368827823,4.70584744267
108917.0,4.26,32.07,0.68,0.379,0.004,31.1817898347,1.79049479964
108921.0,7.8,14.52,0.69,0.568,0.011,68.870523416,3.60983308182
108947.0,8.37,31.38,1.09,0.816,0.018,31.867431485,5.85326469625
108950.0,7.23,19.5,0.89,0.718,0.01,51.2820512821,3.68017305681
109005.0,5.27,10.25,0.47,1.413,0.002,97.5609756098,0.323619326959
109110.0,7.57,28.16,1.01,0.674,0.015,35.5113636364,4.81816325235
109122.0,7.12,21.53,0.97,0.445,0.008,46.4468183929,3.78522014912
109162.0,7.8,31.99,0.67,0.788,0.005,31.2597686777,5.32507120042
109166.0,8.44,33.11,1.22,0.86,0.018,30.2023557838,6.03979590376
109169.0,8.1,14.11,0.64,0.735,0.015,70.8717221828,3.84763506877
109176.0,3.77,85.06,0.71,0.435,0.007,11.7564072419,3.41862689189
109182.0,7.22,16.48,0.72,0.455,0.01,60.6796116505,3.30478603681
109209.0,5.74,16.39,0.62,0.331,0.006,61.0128126907,1.81289476785
109214.0,6.99,22.49,0.72,0.585,0.006,44.4642063139,3.74994727718
109245.0,6.67,33.48,0.67,0.544,0.004,29.8685782557,4.29392724661
109268.0,1.73,32.16,0.82,-0.07,0.005,31.0945273632,-0.733419799618
109303.0,6.11,23.79,0.59,0.763,0.011,42.034468264,2.99197221019
109316.0,6.91,20.4,0.9,0.469,0.009,49.0196078431,3.45815083713
109324.0,7.76,12.21,0.59,0.483,0.023,81.9000819001,3.19357831972
109361.0,7.45,23.47,0.78,0.561,0.015,42.60758415,4.30256544799
109378.0,6.54,46.97,0.79,0.773,0.006,21.2901852246,4.89910280092
109381.0,7.83,22.85,0.96,0.66,0.002,43.7636761488,4.62443102203
109384.0,9.61,18.12,0.87,0.78,0.02,55.1876379691,5.9007909667
109403.0,9.55,23.88,1.09,0.9,0.02,41.8760469012,6.44017161229
109410.0,4.28,12.96,0.62,0.471,0.012,77.1604938272,-0.156974992327
109422.0,4.94,53.36,0.82,0.489,0.007,18.7406296852,3.57607910454
109427.0,3.52,33.77,0.85,0.086,0.002,29.6120817293,1.16265530318
109439.0,6.18,18.01,0.66,0.688,0.005,55.5247084953,2.4575685641
109450.0,7.57,20.58,0.78,0.618,0.011,48.5908649174,4.13722685213
109461.0,9.19,26.93,1.21,0.924,0.01,37.1333085778,6.34118176706
109474.0,5.52,30.61,0.5,0.391,0.004,32.6690623979,2.94931664799
109479.0,7.49,23.7,0.55,0.631,0.009,42.194092827,4.36374173005
109488.0,7.22,19.51,0.89,0.663,0.005,51.2557662737,3.67128634697
109490.0,8.02,22.24,1.0,0.598,0.015,44.964028777,4.75567391455
109509.0,6.1,17.64,0.84,0.503,0.007,56.6893424036,2.33249290398
109521.0,5.38,18.24,0.56,0.152,0.004,54.8245614035,1.68512416996
109527.0,7.23,44.57,0.79,0.812,0.0,22.4366165582,5.47521317043
109555.0,10.25,87.42,1.63,1.465,0.003,11.4390299703,9.95805401077
109572.0,5.24,27.03,0.49,0.534,0.003,36.9959304477,2.39923022849
109577.0,5.93,17.88,0.74,0.951,0.001,55.9284116331,2.1918375723
109624.0,6.04,23.0,0.9,0.386,0.006,43.4782608696,2.84863918009
109646.0,7.44,26.57,0.85,0.535,0.02,37.6364320662,4.56195777205
109654.0,5.34,12.74,0.58,1.134,0.004,78.4929356358,0.865847139997
109667.0,6.19,17.22,0.81,0.169,0.003,58.0720092915,2.37016573559
109693.0,5.27,12.75,0.49,-0.03,0.005,78.431372549,0.79755092385
109730.0,5.87,13.08,0.62,1.169,0.004,76.4525993884,1.45303871994
109745.0,5.53,13.0,0.54,0.021,0.004,76.9230769231,1.09971676153
109816.0,9.52,33.74,1.48,1.07,0.015,29.6384113811,7.16072539127
109821.0,6.23,45.19,0.71,0.648,0.006,22.1287895552,4.50521170666
109822.0,6.55,26.19,0.82,0.89,0.01,38.1825124093,3.64067749213
109842.0,7.0,20.72,0.76,0.48,0.007,48.2625482625,3.58194875537
109857.0,4.18,38.86,0.54,0.278,0.005,25.7334019557,2.12751398132
109926.0,7.5,46.62,0.67,0.81,0.015,21.45002145,5.84286134592
109980.0,9.23,41.69,0.88,1.17,0.015,23.9865675222,7.33015947563
110003.0,4.17,17.04,0.74,0.979,0.019,58.6854460094,0.327347952153
110014.0,7.16,21.96,1.05,0.476,0.007,45.5373406193,3.86816167889
110035.0,7.04,32.55,0.95,0.606,0.011,30.7219662058,4.60275496452
110066.0,8.4,39.38,1.13,0.961,0.003,25.3936008126,6.37637855901
110078.0,5.49,26.0,0.52,0.312,0.001,38.4615384615,2.56486673985
110091.0,6.39,24.11,0.92,0.441,0.003,41.4765657404,3.30098605189
110094.0,8.59,16.31,0.76,0.732,0.017,61.3120784795,4.6522698052
110109.0,5.36,73.47,0.7,0.614,0.015,13.6109976861,4.69055019922
110130.0,2.87,16.42,0.59,1.39,0.003,60.9013398295,-1.05313423608
110161.0,7.26,19.17,0.72,0.65,0.01,52.1648408972,3.67311056439
110205.0,7.98,23.88,0.98,0.666,0.016,41.8760469012,4.87017161229
110219.0,7.28,22.36,0.91,0.526,0.01,44.7227191413,4.02735899607
110256.0,5.09,12.15,0.54,1.276,0.007,82.304526749,0.512881389672
110307.0,7.69,14.55,0.67,0.515,0.011,68.7285223368,3.50431496661
110309.0,7.41,21.02,0.61,0.497,0.013,47.5737392959,4.02316355846
110339.0,7.43,20.31,0.68,0.474,0.008,49.2368291482,3.96854961702
110341.0,6.18,31.45,0.83,0.451,0.01,31.7965023847,3.66810324891
110355.0,6.61,14.7,0.67,0.533,0.004,68.0272108844,2.44658667374
110391.0,5.12,17.81,0.87,1.057,0.005,56.1482313307,1.37331959732
110443.0,8.98,74.75,1.32,1.329,0.017,13.3779264214,8.34805598498
110468.0,8.75,35.14,1.3,0.833,0.008,28.4575981787,6.4790087858
110483.0,8.19,26.07,1.25,0.752,0.004,38.3582662064,5.27070515584
110506.0,5.62,24.62,0.7,0.372,0.012,40.6173842405,2.57644024298
110508.0,7.91,30.84,1.0,0.682,0.005,32.4254215305,5.35557184689
110512.0,7.87,18.77,0.89,0.61,0.02,53.2765050613,4.23732136311
110534.0,10.82,51.57,1.98,1.47,0.02,19.3911188676,9.38198565703
110538.0,4.42,19.21,0.51,1.015,0.005,52.0562207184,0.837636824308
110548.0,6.2,29.5,0.83,0.518,0.004,33.8983050847,3.54911007989
110566.0,6.18,19.16,0.65,0.485,0.005,52.1920668058,2.59197752371
110626.0,8.03,21.88,0.95,0.678,0.011,45.7038391225,4.73023658831
110640.0,8.83,46.74,1.66,1.18,0.008,21.3949507916,7.17844354028
110649.0,5.31,48.81,0.61,0.665,0.012,20.487604999,3.75254403828
110663.0,8.63,23.97,1.07,0.77,0.005,41.7188151856,5.52834017017
110668.0,5.78,19.75,0.6,0.396,0.004,50.6329113924,2.25783549981
110712.0,6.12,43.39,0.96,0.599,0.002,23.0467849735,4.30694825065
110713.0,7.29,15.89,0.62,0.432,0.007,62.9326620516,3.29561948604
110716.0,8.32,34.28,0.92,0.902,0.016,29.1715285881,5.99520406626
110753.0,6.94,19.57,0.94,0.461,0.015,51.0986203373,3.39795412829
110774.0,9.52,39.97,1.28,1.102,0.02,25.0187640731,7.5286707413
110787.0,5.83,15.98,0.5,0.171,0.005,62.5782227785,1.84788387489
110812.0,8.79,29.13,1.16,0.867,0.015,34.3288705802,6.11170242314
110843.0,7.48,27.9,0.96,0.73,0.001,35.8422939068,4.70802101637
110852.0,7.76,18.97,0.73,0.56,0.01,52.7148128624,4.15033665444
110867.0,8.1,16.19,0.72,0.913,0.002,61.7665225448,4.14623424377
110882.0,4.78,20.39,0.78,1.039,0.015,49.0436488475,1.32708612889
110893.0,9.59,249.52,3.03,1.613,0.003,4.00769477397,11.5755268087
110935.0,5.56,22.96,0.6,0.208,0.004,43.5540069686,2.36485941863
110951.0,10.73,44.34,1.81,1.359,0.02,22.5529995489,8.96397844389
110960.0,3.65,31.53,1.5,0.406,0.015,31.7158261973,1.14361985374
110980.0,10.51,45.69,1.92,1.431,0.006,21.8866272707,8.80910579028
111029.0,8.41,23.23,0.85,0.716,0.015,43.0477830392,5.240246049
111045.0,5.95,23.76,0.81,0.362,0.006,42.0875420875,2.82923218155
111056.0,5.45,13.75,0.52,0.093,0.004,72.7272727273,1.14151349083
111081.0,7.41,19.96,0.95,0.446,0.008,50.1002004008,3.91080268476
111143.0,6.81,24.54,0.81,0.603,0.005,40.749796251,3.75937279195
111148.0,7.68,23.14,0.82,0.649,0.009,43.2152117545,4.50181677308
111169.0,3.76,31.86,0.54,0.031,0.003,31.3873195229,1.27622885733
111170.0,6.15,39.18,1.83,0.565,0.012,25.5232261358,4.11532215829
111188.0,4.29,21.99,0.78,0.011,0.002,45.4752160073,1.0011261468
111274.0,6.94,27.92,0.85,0.668,0.003,35.8166189112,4.16957706976
111278.0,6.43,18.9,0.83,0.35,0.007,52.9100529101,2.81230902087
111313.0,10.36,78.07,2.45,1.501,0.01,12.8090175484,9.82242089682
111314.0,6.01,13.11,0.56,0.334,0.005,76.2776506484,1.59801345845
111349.0,7.8,31.25,1.0,0.721,0.003,32.0,5.2742501084
111391.0,11.25,63.98,2.55,1.494,0.006,15.6298843389,10.2802211787
111449.0,5.21,43.97,0.75,0.446,0.009,22.7427791676,3.4257823281
111469.0,7.08,15.8,0.77,0.403,0.007,63.2911392405,3.07328543477
111473.0,8.66,23.1,1.14,0.866,0.003,43.29004329,5.47805989946
111478.0,8.01,21.06,0.77,0.563,0.01,47.4833808167,4.62729183425
111486.0,7.89,14.81,0.71,0.669,0.015,67.521944632,3.74277529261
111497.0,4.04,17.77,0.82,-0.083,0.007,56.2746201463,0.288437139027
111532.0,5.08,17.7,0.5,0.395,0.005,56.4971751412,1.31986633181
111548.0,6.22,14.79,0.66,0.212,0.004,67.6132521974,2.06984086998
111553.0,7.95,20.98,0.98,0.614,0.007,47.664442326,4.55902741929
111565.0,7.58,30.98,0.84,0.67,0.007,32.2788896062,5.03540706712
111566.0,9.62,32.38,1.4,1.103,0.004,30.8832612724,7.17138422209
111616.0,6.75,18.39,0.75,0.529,0.007,54.3773790103,3.07290864619
111648.0,8.2,33.14,0.95,0.739,0.005,30.1750150875,5.80176252042
111674.0,4.64,18.95,0.54,0.254,0.006,52.7704485488,1.02804607152
111685.0,9.41,52.94,1.94,1.367,0.02,18.8893086513,8.02891968483
111746.0,7.89,25.22,1.05,0.64,0.0,39.6510705789,4.89872541119
111748.0,7.06,19.75,0.74,0.582,0.006,50.6329113924,3.53783549981
111802.0,9.06,115.71,1.5,1.466,0.005,8.64229539366,9.37685446793
111805.0,6.82,26.33,0.8,0.581,0.005,37.9794910748,3.92225429553
111888.0,8.48,44.1,1.12,0.938,0.002,22.6757369615,6.70219294734
111960.0,7.83,73.85,1.13,1.143,0.007,13.5409614083,7.17175249824
111965.0,6.32,29.86,1.07,0.52,0.004,33.4896182184,3.69544901695
111974.0,5.72,30.49,0.95,0.723,0.004,32.79763857,3.14078712183
111977.0,7.46,34.05,0.6,0.635,0.015,29.3685756241,5.12058558124
111983.0,9.14,43.65,1.3,1.044,0.0,22.9095074456,7.33992124021
112029.0,3.41,15.64,0.75,-0.086,0.008,63.9386189258,-0.618816256381
112042.0,7.93,18.9,0.92,0.679,0.01,52.9100529101,4.31230902087
112113.0,8.1,20.4,0.83,0.735,0.002,49.0196078431,4.64815083713
112114.0,7.84,15.2,0.7,0.445,0.011,65.7894736842,3.74921793972
112117.0,5.99,42.47,0.72,0.584,0.003,23.5460324935,4.13041130495
112183.0,6.91,13.85,0.66,0.314,0.007,72.202166065,2.617248867
112190.0,8.11,46.46,1.31,0.966,0.002,21.5238915196,6.44539602732
112201.0,8.26,19.24,0.93,0.707,0.011,51.9750519751,4.68102533851
112219.0,7.99,22.27,0.97,0.703,0.015,44.9034575662,4.72860108517
112222.0,6.51,24.86,0.93,0.502,0.007,40.2252614642,3.48750562153
112229.0,7.41,23.66,0.97,0.515,0.011,42.2654268808,4.28007370146
112245.0,7.5,39.82,0.71,0.719,0.015,25.1130085384,5.50050627846
112324.0,6.45,27.87,0.59,0.43,0.006,35.8808754934,3.67568484357
112368.0,6.37,17.57,0.76,0.933,0.009,56.9151963574,2.59385880748
112405.0,4.13,23.23,0.5,0.208,0.005,43.0477830392,0.960246049001
112414.0,6.63,25.88,0.79,0.636,0.006,38.6398763524,3.69482135998
112417.0,5.84,18.79,0.64,0.358,0.003,53.2197977648,2.2096339005
112426.0,7.87,33.54,0.81,0.803,0.003,29.8151460942,5.49781529135
112447.0,4.2,61.54,0.77,0.502,0.007,16.2495937602,3.14578745956
112475.0,7.58,18.18,0.89,0.496,0.015,55.0055005501,3.87796939443
112491.0,7.58,36.73,0.99,0.744,0.003,27.2257010618,5.40510464173
112496.0,9.02,37.58,1.28,1.048,0.007,26.6098988824,6.89478387882
112504.0,7.35,29.51,1.44,0.684,0.005,33.8868180278,4.6998460475
112506.0,7.99,25.56,1.03,0.69,0.02,39.1236306729,5.02780424743
112512.0,6.8,21.59,0.86,0.5,0.015,46.3177396943,3.47126321167
112515.0,7.22,30.4,0.91,0.598,0.005,32.8947368421,4.63436791804
112527.0,7.53,50.15,0.64,0.867,0.01,19.9401794616,6.03135468678
112581.0,7.49,25.34,0.88,0.589,0.008,39.4632991318,4.50903305274
112595.0,8.04,21.65,0.97,0.664,0.01,46.1893764434,4.71728950345
112623.0,3.49,25.16,0.68,0.083,0.007,39.7456279809,0.493553183866
112697.0,6.75,15.03,0.63,0.552,0.005,66.5335994677,2.63479490293
112724.0,3.5,28.27,0.52,1.053,0.004,35.3731871242,0.756629042448
112745.0,7.92,17.35,0.83,0.586,0.01,57.6368876081,4.11649739563
112748.0,3.51,27.95,0.77,0.933,0.01,35.7781753131,0.741909061112
112753.0,7.75,18.15,0.77,0.519,0.015,55.0964187328,4.04438314686
112763.0,7.77,35.87,1.01,0.741,0.003,27.8784499582,5.54365688338
112768.0,8.34,30.3,1.1,0.859,0.013,33.00330033,5.74721314251
112774.0,9.86,71.43,1.84,1.452,0.01,13.9997200056,9.12940325062
112812.0,7.22,31.95,0.7,0.59,0.007,31.2989045383,4.74235431247
112816.0,8.43,26.17,0.94,0.74,0.014,38.211692778,5.5190186132
112829.0,8.46,25.0,0.81,0.817,0.017,40.0,5.44970004336
112870.0,8.29,47.56,1.18,0.849,0.003,21.0260723297,6.67620922973
112876.0,6.65,12.1,0.57,0.759,0.006,82.6446280992,2.06392685158
112909.0,11.66,70.3,2.71,1.5,0.02,14.2247510669,10.8947766251
112915.0,8.01,41.17,1.35,1.043,0.016,24.289531212,6.08290433499
112918.0,9.79,36.83,1.72,1.2,0.015,27.1517784415,7.62100859427
