,Vmag,Plx,ePlx,BV,eBV,dist,Vabs
59280.0,7.46,41.07,0.98,0.794,0.0,24.3486729973,5.52762351427
59291.0,6.34,13.85,0.54,0.511,0.006,72.202166065,2.047248867
59294.0,6.87,12.26,0.59,1.032,0.008,81.5660685155,2.31245235091
59296.0,8.46,49.72,1.0,1.137,0.003,20.1126307321,6.94265559985
59309.0,5.72,22.81,0.86,0.352,0.002,43.840420868,2.51062642638
59315.0,8.16,26.43,1.03,0.707,0.003,37.8357926599,5.27048581566
59321.0,9.22,30.65,1.45,0.962,0.001,32.6264274062,6.65215239427
59378.0,10.61,47.05,1.88,1.34,0.015,21.2539851222,8.97279813882
59380.0,7.52,26.55,0.86,0.57,0.018,37.6647834275,4.64032262709
59382.0,8.07,23.31,1.09,0.773,0.013,42.9000429,4.9077113676
59394.0,5.45,17.82,0.66,0.055,0.004,56.1167227834,1.7045384985
59406.0,11.67,78.14,2.8,1.558,0.009,12.7975428718,11.1343670344
59422.0,6.95,19.9,0.77,0.45,0.004,50.2512562814,3.44426538205
59426.0,6.88,29.09,1.25,0.77,0.01,34.3760742523,4.19871860624
59433.0,6.59,23.69,0.73,0.467,0.011,42.2119037569,3.46282530361
59439.0,6.23,18.73,0.75,0.816,0.004,53.3902829685,2.59268888688
59448.0,6.8,18.9,0.73,0.558,0.004,52.9100529101,3.18230902087
59496.0,10.05,35.24,1.24,1.277,0.002,28.3768444949,7.7851794987
59504.0,5.14,29.7,0.51,0.358,0.004,33.67003367,2.50378224659
59514.0,9.71,65.29,1.47,1.38,0.012,15.3162812069,8.78423334302
59532.0,7.43,29.5,0.91,0.701,0.002,33.8983050847,4.77911007989
59572.0,7.92,32.3,1.02,0.792,0.001,30.959752322,5.46601261166
59589.0,7.57,29.5,0.85,0.667,0.004,33.8983050847,4.91911007989
59608.0,5.85,20.18,0.72,0.262,0.002,49.5540138751,2.3746058095
59610.0,7.41,26.71,0.91,0.635,0.007,37.4391613628,4.54336944011
59639.0,8.63,31.54,0.83,0.892,0.005,31.7057704502,6.12430844496
59707.0,7.47,35.56,0.83,0.711,0.002,28.1214848144,5.22480876149
59726.0,7.49,32.6,0.86,0.649,0.001,30.6748466258,5.05608800034
59748.0,10.55,43.25,2.0,1.412,0.008,23.1213872832,8.729930559
59750.0,6.11,44.34,1.01,0.47,0.01,22.5529995489,4.34397844389
59767.0,6.27,21.48,0.54,0.346,0.011,46.5549348231,2.93017138514
59774.0,3.32,40.05,0.6,0.077,0.005,24.9687890137,1.3330126021
59803.0,2.58,19.78,0.81,-0.107,0.002,50.5561172902,-0.938868563694
59819.0,5.09,16.49,0.78,0.068,0.004,60.6428138266,1.17610327822
59865.0,6.97,14.9,0.66,0.6,0.001,67.1140939597,2.83593134206
59879.0,6.33,25.24,0.5,0.437,0.015,39.6196513471,3.34044675286
59923.0,5.71,18.74,0.75,0.16,0.006,53.3617929562,2.07384793276
59926.0,6.81,23.68,0.85,0.574,0.004,42.2297297297,3.68190849025
60000.0,4.24,12.05,0.51,-0.123,0.007,82.9875518672,-0.355064765446
60018.0,6.23,18.06,0.82,0.31,0.005,55.3709856035,2.51358872989
60044.0,5.47,11.29,0.48,0.054,0.003,88.573959256,0.733469709625
60048.0,7.95,22.88,0.96,0.606,0.015,43.7062937063,4.7472801006
60074.0,7.04,35.07,0.88,0.604,0.001,28.5143997719,4.76467882941
60093.0,10.62,40.58,1.94,1.439,0.011,24.6426811237,8.66156021349
60098.0,6.38,20.12,0.77,0.523,0.006,49.7017892644,2.89813988192
60119.0,6.85,17.89,0.56,0.445,0.004,55.8971492454,3.11305170284
60168.0,6.16,16.5,0.72,0.306,0.008,60.6060606061,2.24741972107
60170.0,5.52,20.78,0.69,1.091,0.001,48.1231953802,2.10822771611
60207.0,8.99,33.64,1.27,1.009,0.002,29.7265160523,6.62427993563
60221.0,5.14,16.61,0.75,1.048,0.003,60.2046959663,1.24184816226
60230.0,7.31,20.05,0.84,0.88,0.005,49.8753117207,3.82057188478
60268.0,8.23,24.27,0.79,0.622,0.012,41.203131438,5.15534888166
60303.0,9.36,62.54,1.26,1.354,0.011,15.9897665494,8.34078938453
60310.0,8.54,41.49,1.23,1.064,0.002,24.1021932996,6.62971717414
60331.0,7.97,23.16,0.67,0.744,0.008,43.1778929188,4.79369277528
60353.0,6.46,33.53,1.32,0.567,0.015,29.8240381748,4.08716776714
60370.0,6.7,39.02,0.8,0.639,0.002,25.6278831369,4.65643632529
60417.0,6.36,19.69,0.59,0.887,0.004,50.7872016252,2.83122858069
60475.0,10.39,47.11,1.95,1.442,0.02,21.2269157291,8.75556552119
60497.0,7.75,20.05,0.88,0.557,0.01,49.8753117207,4.26057188478
60541.0,7.97,20.97,0.94,0.578,0.016,47.6871721507,4.57799215233
60551.0,8.03,26.94,0.82,0.585,0.01,37.1195248701,5.18198795693
60559.0,11.28,112.52,2.51,1.574,0.017,8.88730892286,11.5361486175
60588.0,7.38,23.54,0.72,0.569,0.008,42.4808836024,4.23903229254
60591.0,6.1,18.96,0.75,0.652,0.002,52.7426160338,2.48919166501
60595.0,5.95,15.49,0.75,0.043,0.004,64.5577792124,1.9002570888
60598.0,6.85,19.37,0.86,0.397,0.006,51.6262261229,3.2856481036
60601.0,6.29,20.87,0.66,0.965,0.008,47.9156684236,2.88761224533
60605.0,8.73,34.64,1.12,0.897,0.008,28.8683602771,6.42788941673
60644.0,6.99,25.93,0.69,0.537,0.01,38.5653682993,4.05901258385
60646.0,5.01,14.35,0.6,0.955,0.003,69.6864111498,0.79425950535
60729.0,6.25,37.5,0.72,0.674,0.002,26.6666666667,4.12015633864
60739.0,8.47,18.83,0.81,0.658,0.017,53.1067445566,4.84425160008
60742.0,4.35,19.18,0.83,1.128,0.0,52.1376433785,0.764243014173
60808.0,8.72,27.42,1.2,0.872,0.002,36.469730124,5.91033725227
60816.0,6.75,34.41,0.8,0.584,0.005,29.0613193839,4.4334233631
60825.0,7.43,20.53,0.63,0.467,0.007,48.7092060399,3.99194474685
60829.0,8.31,21.67,0.93,0.71,0.012,46.1467466544,4.9892945566
60853.0,9.45,35.3,1.2,0.964,0.013,28.328611898,7.18887352694
60866.0,9.24,40.09,1.23,1.218,0.009,24.9438762784,7.25518028125
60870.0,6.15,23.68,0.72,0.92,0.015,42.2297297297,3.02190849025
60910.0,11.99,73.77,3.67,1.668,0.02,13.5556459265,11.3293989173
60946.0,7.73,16.82,0.77,0.635,0.009,59.4530321046,3.85912995731
60965.0,2.94,37.11,0.69,-0.012,0.004,26.9469145783,0.787454771744
60988.0,6.21,22.15,0.67,0.536,0.003,45.1467268623,2.9368686528
60994.0,6.37,40.03,0.98,0.591,0.02,24.981264052,4.38192795053
61016.0,9.08,31.4,1.41,1.015,0.007,31.847133758,6.56464824037
61044.0,7.91,21.02,0.79,0.697,0.008,47.5737392959,4.52316355846
61053.0,6.2,45.58,0.62,0.568,0.004,21.9394471259,4.49387160422
61072.0,7.33,22.73,0.81,0.534,0.008,43.9947206335,4.11299717862
61084.0,1.59,37.09,0.67,1.6,0.008,26.9614451335,-0.563715833357
61094.0,9.74,74.58,1.48,1.441,0.012,13.4084204881,9.10311189513
61099.0,7.91,39.62,0.95,0.863,0.013,25.23977789,5.89957235601
61158.0,5.96,13.56,0.58,0.263,0.013,73.7463126844,1.62129844766
61174.0,4.3,54.92,0.66,0.388,0.014,18.2083029862,2.99865264282
61212.0,5.74,27.06,0.76,0.376,0.005,36.9549150037,2.90163896131
61291.0,7.13,61.83,0.63,0.836,0.01,16.1733786188,6.08599623249
61293.0,7.5,20.83,0.63,0.571,0.015,48.007681229,4.09344634974
61296.0,5.58,20.58,0.8,0.861,0.003,48.5908649174,2.14722685213
61310.0,7.48,18.53,0.84,0.536,0.015,53.9665407447,3.81937709659
61313.0,9.37,26.75,1.31,0.94,0.015,37.3831775701,6.50661893179
61317.0,4.24,119.46,0.83,0.588,0.009,8.37100284614,4.62611255206
61328.0,6.38,14.85,0.73,0.428,0.002,67.3400673401,2.23863226827
61329.0,9.1,39.11,1.17,1.103,0.019,25.5689082076,7.06143907976
61359.0,2.65,23.34,0.8,0.893,0.018,42.8449014567,-0.509495741453
61379.0,5.76,35.25,0.79,0.683,0.002,28.3687943262,3.49579560664
61385.0,8.75,24.01,1.13,0.84,0.015,41.6493127863,5.65196080029
61391.0,8.82,31.91,1.19,0.898,0.002,31.3381385146,6.33963402097
61396.0,7.21,11.35,0.56,0.249,0.009,88.1057268722,2.48497930765
61413.0,11.4,55.79,2.75,1.429,0.011,17.9243592042,10.1327818071
61443.0,6.22,21.58,0.61,0.731,0.003,46.3392029657,2.89025720173
61451.0,7.84,46.19,0.91,1.024,0.002,21.6497077289,6.16273981123
61468.0,5.12,28.92,0.75,0.224,0.008,34.5781466113,2.42599144311
61476.0,8.04,27.0,0.91,0.692,0.002,37.037037037,5.19681882079
61481.0,8.52,38.08,1.11,0.95,0.015,26.2605042017,6.42348469856
61505.0,7.89,21.23,0.98,0.666,0.001,47.1031559114,4.52474997083
61522.0,9.18,20.28,0.93,0.76,0.024,49.3096646943,5.71533975331
61578.0,6.95,21.48,0.86,0.484,0.016,46.5549348231,3.61017138514
61585.0,2.69,10.67,0.48,-0.176,0.002,93.7207122774,-2.16917790288
61597.0,6.99,27.94,0.58,0.633,0.007,35.7909806729,4.22113200889
61619.0,7.34,18.98,0.88,0.495,0.008,52.6870389884,3.73148104046
61621.0,5.41,28.91,0.75,0.334,0.014,34.5901072293,2.71524045835
61622.0,3.85,24.77,0.69,0.049,0.006,40.3714170367,0.819630032929
61674.0,7.21,15.9,0.78,0.409,0.008,62.893081761,3.2169856216
61688.0,6.0,16.07,0.74,0.31,0.008,62.2277535781,2.03007938382
61692.0,6.35,15.27,0.76,0.204,0.005,65.4878847413,2.26919518528
61706.0,11.49,65.04,2.76,1.475,0.003,15.3751537515,10.5559026629
61731.0,7.33,12.98,0.58,0.599,0.012,77.0416024653,2.89637346232
61739.0,8.99,23.82,1.09,0.865,0.005,41.9815281276,5.87470878573
61811.0,7.88,22.25,0.68,0.61,0.01,44.9438202247,4.61665007658
61840.0,7.03,18.49,0.81,0.604,0.002,54.0832882639,3.3646845558
61874.0,12.24,130.52,3.87,1.75,0.015,7.66166104812,12.8183853256
61901.0,7.91,69.94,1.1,1.109,0.016,14.2979696883,7.13362813987
61932.0,2.2,25.01,1.01,-0.023,0.015,39.9840063974,-0.809431541347
61941.0,2.74,84.53,1.18,0.368,0.017,11.8301194842,2.37505434488
61946.0,8.27,43.06,0.82,0.955,0.001,23.2234091965,6.44037012744
61960.0,4.88,27.1,0.82,0.076,0.001,36.9003690037,2.04484645437
61995.0,6.64,17.57,0.82,1.074,0.001,56.9151963574,2.86385880748
61998.0,8.44,27.45,1.13,0.715,0.017,36.4298724954,5.63271174393
62016.0,8.04,32.71,1.09,0.795,0.015,30.5716906145,5.61340272062
62036.0,9.06,27.14,1.22,0.929,0.004,36.8459837878,6.22804921662
62039.0,7.83,21.51,0.84,0.675,0.004,46.490004649,4.49320205194
62107.0,7.53,37.96,1.01,0.664,0.006,26.3435194942,5.42663101878
62145.0,7.01,66.4,0.78,0.936,0.014,15.0602409639,6.12084039684
62175.0,8.01,22.1,0.81,0.662,0.003,45.2488687783,4.73196136843
62207.0,5.95,57.57,0.64,0.557,0.013,17.3701580684,4.75098114728
62229.0,7.82,49.71,0.95,0.937,0.002,20.116676725,6.30221881569
62268.0,4.69,26.17,0.59,1.049,0.002,38.211692778,1.7790186132
62277.0,7.13,20.35,0.83,0.445,0.004,49.14004914,3.67282206781
62325.0,5.65,22.36,1.0,0.989,0.007,44.7227191413,2.39735899607
62333.0,8.79,33.82,1.23,1.096,0.004,29.5683027794,6.43586801631
62345.0,6.87,32.79,0.93,0.695,0.001,30.4971027752,4.44870708335
62349.0,6.83,22.98,0.85,0.54,0.007,43.5161009574,3.63675012176
62402.0,5.88,15.85,0.52,0.215,0.002,63.0914826498,1.88014633277
62406.0,9.86,34.19,1.61,1.274,0.011,29.2483182217,7.52949550398
62437.0,6.82,15.36,0.74,0.387,0.005,65.1041666667,2.75195607848
62452.0,11.39,121.78,2.9,1.563,0.003,8.2115289867,11.8178798486
62505.0,7.93,47.19,1.93,0.946,0.019,21.1909302818,6.29924988671
62523.0,6.29,58.23,0.99,0.703,0.002,17.1732783788,5.11573395054
62527.0,7.36,26.32,0.65,0.633,0.011,37.9939209726,4.46142942471
62534.0,7.59,34.63,0.8,0.701,0.003,28.8766965059,5.28726245775
62536.0,7.1,27.61,0.96,0.66,0.015,36.2187613184,4.3053320332
62556.0,10.94,98.14,1.67,1.626,0.014,10.1895251681,10.8992302682
62607.0,8.13,30.12,0.91,0.686,0.006,33.2005312085,5.52427483764
62636.0,6.99,20.64,0.9,0.432,0.009,48.4496124031,3.56354846478
62661.0,7.61,19.56,0.96,0.603,0.008,51.1247443763,4.06684425226
62687.0,8.49,92.75,0.96,1.409,0.01,10.781671159,8.32656959144
62776.0,7.83,17.53,0.85,0.539,0.015,57.0450656018,4.04890958047
62788.0,6.14,16.62,0.72,0.232,0.005,60.1684717208,2.24315509724
62809.0,8.48,22.09,1.07,0.616,0.01,45.2693526483,5.20097857936
62857.0,7.66,18.22,0.9,0.623,0.012,54.8847420417,3.96274186318
62875.0,6.11,30.75,0.78,0.493,0.007,32.5203252033,3.54922560056
62896.0,4.25,21.03,0.78,0.224,0.014,47.5511174513,0.864196363432
62904.0,6.42,22.71,0.9,0.805,0.006,44.0334654337,3.2010856711
62925.0,7.69,20.9,0.9,0.52,0.01,47.8468899522,4.29073143056
62933.0,6.25,16.4,0.78,0.282,0.01,60.9756097561,2.32421924024
62942.0,8.24,38.12,1.44,0.853,0.015,26.2329485834,6.14576445983
62956.0,1.76,40.3,0.62,-0.022,0.003,24.8138957816,-0.213474769294
63033.0,5.89,25.17,0.76,0.633,0.004,39.7298371077,2.89441607774
63048.0,7.8,23.84,1.0,0.665,0.008,41.9463087248,4.68653125534
63070.0,7.25,16.95,0.83,0.797,0.004,58.9970501475,3.3958485127
63076.0,5.23,34.67,0.53,0.303,0.005,28.8433804442,2.92976920828
63099.0,7.65,19.17,0.84,0.472,0.014,52.1648408972,4.06311056439
63125.0,2.89,29.6,1.04,-0.115,0.007,33.7837837838,0.246458555295
63157.0,10.04,32.79,1.48,1.233,0.002,30.4971027752,7.61870708335
63205.0,7.7,19.35,0.87,0.554,0.004,51.6795865633,4.13340484677
63257.0,9.11,43.13,1.32,1.118,0.014,23.185717598,7.28389729073
63330.0,7.21,17.1,0.84,0.594,0.008,58.4795321637,3.37498055196
63346.0,8.07,29.07,0.7,0.676,0.006,34.3997248022,5.38722515885
63366.0,7.54,47.6,0.86,0.769,0.015,21.0084033613,5.9280347636
63406.0,8.6,41.36,1.48,0.94,0.015,24.1779497099,6.68290265043
63419.0,8.7,24.67,1.05,0.779,0.021,40.5350628293,5.66084574745
63467.0,9.78,38.71,1.61,1.185,0.001,25.8331180573,7.71911585659
63490.0,6.01,24.98,0.94,0.386,0.006,40.0320256205,2.99796217019
63491.0,6.58,18.23,0.72,0.298,0.006,54.8546352167,2.88393334327
63497.0,6.2,24.49,0.78,0.466,0.006,40.8329930584,3.14494392562
63503.0,4.93,40.06,0.6,0.368,0.01,24.9625561658,2.94355472479
63510.0,9.76,87.5,1.51,1.448,0.001,11.4285714286,9.47004026511
63530.0,7.56,22.44,0.91,0.569,0.008,44.5632798574,4.31511426292
63584.0,6.01,26.72,0.53,0.427,0.004,37.4251497006,3.14418226902
63608.0,2.85,31.9,0.87,0.934,0.015,31.3479623824,0.368953415286
63613.0,3.61,35.91,0.73,1.19,0.002,27.8473962684,1.38607702563
63618.0,8.35,56.87,1.11,1.216,0.022,17.5839634254,7.12441614126
63625.0,7.82,14.8,0.69,0.465,0.01,67.5675675676,3.67130857697
63636.0,7.51,31.86,0.84,0.655,0.009,31.3873195229,5.02622885733
63724.0,4.83,14.97,0.68,0.029,0.004,66.8002672011,0.706109001715
63738.0,5.58,34.89,1.33,0.554,0.004,28.6615075953,3.29350484724
63742.0,7.69,45.2,1.27,0.847,0.003,22.1238938053,5.96569217406
63833.0,9.05,63.66,1.34,1.362,0.009,15.7084511467,8.06933317142
63894.0,9.26,45.69,1.25,1.168,0.001,21.8866272707,7.55910579028
63942.0,9.44,53.78,2.38,1.29,0.0,18.5942729639,8.09310398944
63973.0,8.48,30.6,1.22,0.813,0.009,32.6797385621,5.90860713241
63995.0,8.77,19.09,0.87,0.717,0.017,52.3834468308,5.17402964197
64006.0,7.31,20.66,0.95,0.469,0.013,48.4027105518,3.88565158592
64048.0,9.28,41.9,1.52,1.178,0.002,23.8663484487,7.39107011483
64057.0,8.15,27.3,1.2,0.689,0.005,36.63003663,5.3308132352
64076.0,8.5,20.75,0.75,0.634,0.015,48.1927710843,5.08509050524
64109.0,8.2,27.1,0.69,0.721,0.011,36.9003690037,5.36484645437
64150.0,6.78,38.07,0.88,0.667,0.006,26.2674021539,4.68291438407
64208.0,7.03,18.57,0.64,0.6,0.0,53.8502961766,3.3740595187
64219.0,7.36,36.82,0.85,0.718,0.015,27.1591526344,5.19041892084
64262.0,9.31,35.87,1.44,1.022,0.018,27.8784499582,7.08365688338
64275.0,8.88,29.73,0.87,0.923,0.004,33.636057854,6.24597454602
64295.0,8.73,35.66,1.32,0.982,0.003,28.0426247897,6.4909066942
64348.0,5.24,14.76,0.68,1.049,0.005,67.7506775068,1.08543178744
64390.0,5.92,22.67,0.59,0.415,0.005,44.1111601235,2.69725760063
64394.0,4.23,109.23,0.72,0.572,0.006,9.15499404925,4.42170966827
64408.0,4.85,48.83,0.79,0.693,0.017,20.4792135982,3.29343362142
64407.0,5.04,30.72,0.8,0.46,0.0,32.5520833333,2.4771060568
64441.0,9.52,33.89,1.49,1.04,0.003,29.5072292712,7.17035784419
64457.0,7.56,48.95,1.06,0.93,0.013,20.4290091931,6.0087634807
64459.0,6.68,28.57,0.97,0.591,0.008,35.0017500875,3.95955120191
64475.0,8.03,37.45,1.1,0.923,0.002,26.7022696929,5.89725911018
64478.0,6.18,25.12,0.72,0.592,0.011,39.8089171975,3.18009817533
64484.0,6.83,16.41,0.75,0.474,0.004,60.9384521633,2.90554290527
64527.0,6.57,11.36,0.52,0.088,0.005,88.0281690141,1.84689165688
64532.0,6.82,38.92,0.67,0.603,0.002,25.6937307297,4.77086415798
64550.0,6.93,40.87,0.84,0.643,0.001,24.4678248104,4.98702318856
64577.0,5.31,25.89,0.73,0.862,0.018,38.6249517188,2.37566025217
64583.0,4.9,55.49,0.65,0.489,0.02,18.0212650928,3.62107362407
64638.0,7.02,25.81,1.17,0.683,0.006,38.7446726075,4.07894002272
64655.0,7.27,18.64,0.53,0.53,0.008,53.6480686695,3.62222954009
64690.0,7.11,40.52,0.56,0.71,0.007,24.6791707799,5.14834718344
64688.0,8.06,22.7,0.96,0.705,0.016,44.0528634361,4.84012928597
64726.0,8.39,20.58,0.96,0.616,0.018,48.5908649174,4.95722685213
64747.0,8.29,22.39,0.98,0.64,0.0,44.662795891,5.0402704679
64761.0,8.24,22.69,1.11,0.717,0.002,44.0722785368,5.01917247942
64790.0,6.06,25.74,1.18,0.431,0.005,38.85003885,3.11304271284
64792.0,5.19,55.71,0.85,0.585,0.007,17.9500987255,3.9196657923
64797.0,6.49,89.07,0.99,0.926,0.003,11.2271247334,6.23865726158
64822.0,5.82,17.12,0.83,0.187,0.009,58.4112149533,1.98751880171
64872.0,8.69,25.82,1.14,0.817,0.014,38.7296669249,5.74978118965
64880.0,11.28,46.25,2.12,1.356,0.005,21.6216216216,9.60555868538
64901.0,7.57,12.63,0.57,0.413,0.01,79.1765637371,3.07701675278
64924.0,4.74,117.3,0.71,0.709,0.007,8.52514919011,5.08649006058
64962.0,2.99,24.69,0.7,0.92,0.003,40.5022276225,-0.0473945503403
64979.0,6.01,15.34,0.74,0.277,0.004,65.1890482399,1.93912679806
64984.0,7.69,29.57,1.01,0.671,0.015,33.8180588434,5.04425662263
65016.0,10.62,57.52,2.3,1.469,0.018,17.3852573018,9.41909438687
65026.0,8.48,96.41,2.02,1.469,0.016,10.3723680116,8.40061041431
65036.0,7.43,23.05,0.7,0.742,0.01,43.3839479393,4.24335464863
65046.0,6.73,18.25,0.85,0.519,0.007,54.7945205479,3.03631434396
65049.0,8.01,19.81,0.96,0.708,0.008,50.4795557799,4.49442237769
65091.0,8.12,29.08,0.95,0.817,0.006,34.3878954608,5.43797201094
65100.0,8.54,21.87,1.02,0.667,0.014,45.7247370828,5.23924391519
65109.0,2.75,55.64,0.74,0.068,0.004,17.9726815241,1.4769356066
65121.0,8.58,32.83,1.08,0.939,0.001,30.4599451721,6.16135441365
65135.0,6.51,20.6,0.84,0.424,0.004,48.5436893204,3.07933610185
65143.0,10.62,62.13,1.76,1.512,0.0,16.0952840818,9.58650676807
65165.0,8.48,25.29,0.82,0.76,0.014,39.5413206801,5.49474414672
65241.0,5.89,15.7,0.72,0.109,0.005,63.6942675159,1.86949826205
65268.0,7.64,19.04,0.95,0.485,0.003,52.5210084034,4.03833472024
65302.0,7.88,29.33,0.64,0.667,0.002,34.0947834981,5.2165603149
65327.0,9.69,39.84,1.44,1.262,0.0,25.1004016064,7.69159664876
65343.0,8.88,53.97,2.13,1.321,0.015,18.5288123031,7.54076209033
65352.0,7.06,62.41,1.41,0.78,0.015,16.0230732254,6.0362709129
65355.0,7.35,59.56,2.59,0.869,0.01,16.7897918066,6.2247734454
65363.0,7.86,20.59,0.93,0.576,0.015,48.5672656629,4.42828173309
65378.0,2.23,41.73,0.61,0.057,0.004,23.9635753654,0.332241923559
65420.0,5.76,33.23,1.33,0.415,0.008,30.0932891965,3.36765170639
65429.0,7.24,21.62,0.56,0.7,0.015,46.2534690102,3.91427844809
65433.0,7.25,18.68,0.67,0.849,0.003,53.5331905782,3.60688435947
65468.0,5.04,14.51,0.51,1.11,0.003,68.9179875948,0.848337062189
65470.0,7.89,15.28,0.69,0.452,0.017,65.445026178,3.8106167712
65477.0,3.99,40.19,0.57,0.169,0.006,24.8818113959,2.01059003096
65479.0,5.32,25.45,0.54,0.411,0.003,39.2927308448,2.34843893336
65515.0,7.29,45.76,0.72,0.804,0.011,21.8531468531,5.59243007892
65530.0,6.5,46.86,0.55,0.739,0.001,21.3401621852,4.8540114213
65535.0,5.11,15.73,0.76,1.181,0.008,63.5727908455,1.09364361312
65557.0,6.87,17.6,0.85,0.944,0.002,56.8181818182,3.09756333907
65574.0,8.77,32.95,1.31,0.92,0.006,30.3490136571,6.35927709465
65595.0,5.74,11.15,0.46,0.769,0.001,89.6860986547,0.976374336921
65602.0,8.72,34.38,1.08,0.911,0.002,29.0866783013,6.40152936176
65603.0,6.64,14.83,0.55,0.383,0.007,67.4308833446,2.49570575514
65613.0,7.01,15.3,0.59,0.407,0.009,65.3594771242,2.93345715409
65640.0,8.76,36.27,1.12,0.999,0.007,27.5709953129,6.5577377779
65708.0,7.44,21.79,0.9,0.651,0.011,45.8926112896,4.13128615123
65714.0,11.23,70.62,2.4,1.539,0.001,14.1602945341,10.4746385661
65721.0,4.97,55.22,0.73,0.714,0.007,18.1093806592,3.68048201152
65728.0,5.4,13.79,0.55,-0.01,0.015,72.5163161711,1.09782133088
65737.0,7.2,28.02,0.99,0.583,0.01,35.6887937188,4.43734065475
65754.0,6.42,12.87,0.61,0.404,0.005,77.7000777001,1.96789273452
65775.0,7.64,25.0,0.87,0.594,0.009,40.0,4.62970004336
65808.0,7.26,30.29,0.92,0.724,0.002,33.0141961043,4.66649636666
65859.0,9.05,131.12,1.29,1.493,0.017,7.62660158633,9.63834470281
65892.0,6.1,18.47,0.73,0.341,0.003,54.1418516513,2.4323344772
65971.0,8.07,22.19,0.72,0.585,0.011,45.0653447499,4.80078651116
66047.0,7.17,26.3,0.93,0.603,0.01,38.0228136882,4.26977874245
66060.0,6.45,21.17,0.86,0.438,0.008,47.2366556448,3.0786042901
66065.0,5.69,15.25,0.76,0.037,0.002,65.5737704918,1.60634921841
66074.0,10.25,27.88,1.16,1.286,0.017,35.8680057389,7.47646384713
66115.0,7.35,31.04,0.9,0.624,0.002,32.2164948454,4.80960856293
66121.0,6.52,28.45,1.13,0.455,0.003,35.1493848858,3.79041135366
66139.0,6.65,25.54,0.88,0.469,0.006,39.1542678152,3.68610446464
66147.0,7.98,54.15,1.03,1.026,0.013,18.4672206833,6.64799230481
66193.0,9.19,43.66,1.2,1.08,0.015,22.9042601924,7.39041865687
66198.0,5.6,11.77,0.55,-0.014,0.004,84.9617672048,0.953882314217
66200.0,4.92,17.79,0.8,0.029,0.016,56.2113546936,1.17087974042
66212.0,7.37,41.03,1.87,1.521,0.02,24.3724104314,5.43550758483
66219.0,9.41,28.97,1.38,1.025,0.004,34.51846738,6.71974247602
66222.0,9.95,48.78,1.62,1.385,0.003,20.5002050021,8.39120897989
66223.0,6.37,14.64,0.64,0.241,0.005,68.306010929,2.19770538361
66230.0,7.53,18.44,0.83,0.642,0.011,54.2299349241,3.85880458359
66234.0,4.68,17.12,0.61,0.132,0.005,58.4112149533,0.847518801706
66238.0,7.29,33.08,0.84,0.669,0.006,30.2297460701,4.8878275044
66249.0,3.38,44.55,0.9,0.114,0.003,22.4466891134,1.62423854186
66252.0,9.24,50.54,0.99,1.21,0.02,19.786307875,7.75817618792
66257.0,4.91,22.46,0.62,0.404,0.01,44.5235975067,1.66704875963
66290.0,6.91,22.79,0.86,0.466,0.007,43.8788942519,3.6987216259
66322.0,7.11,20.14,0.92,0.483,0.005,49.6524329692,3.63029733109
66367.0,7.05,20.25,0.92,0.531,0.007,49.3827160494,3.58212513775
66386.0,8.19,17.43,0.74,0.67,0.015,57.372346529,4.39648693555
66438.0,5.63,28.18,1.21,0.493,0.003,35.4861603974,2.87970494387
66458.0,4.82,17.01,0.7,0.239,0.013,58.7889476778,0.973521568063
66459.0,9.06,91.72,1.23,1.391,0.011,10.9027474924,8.87232023029
66486.0,7.19,29.78,1.18,0.689,0.002,33.5795836132,4.55962346708
66530.0,8.19,20.57,0.99,0.652,0.002,48.6144871172,4.75617145847
66563.0,5.81,20.42,0.8,0.431,0.003,48.971596474,2.36027868875
66618.0,6.97,30.36,0.81,0.618,0.005,32.9380764163,4.38150883612
66625.0,10.24,75.43,1.59,1.368,0.019,13.2573246719,9.62772053858
66634.0,5.46,19.27,0.65,0.113,0.003,51.8941359626,1.88440857328
66640.0,5.57,18.68,0.91,0.348,0.004,53.5331905782,1.92688435947
66675.0,9.61,68.8,1.43,1.376,0.001,14.5348837209,8.79794219118
66681.0,5.79,14.44,0.62,0.401,0.004,69.2520775623,1.58783596617
66704.0,6.31,39.64,0.71,0.537,0.004,25.2270433905,4.30066822907
66712.0,7.73,20.19,0.87,0.564,0.009,49.5294700347,4.25568159472
66753.0,5.56,12.71,0.49,0.183,0.004,78.6782061369,1.08072775277
66754.0,8.46,22.95,1.06,0.646,0.015,43.5729847495,5.26391344937
66765.0,6.92,64.08,0.81,0.855,0.007,15.6054931336,5.95361251538
66781.0,7.77,42.12,0.76,0.83,0.01,23.7416904084,5.89244181257
66798.0,5.85,14.74,0.51,0.073,0.003,67.842605156,1.69248741762
66814.0,9.14,23.62,1.16,0.921,0.004,42.3370025402,6.00639946639
66840.0,9.76,42.19,1.63,1.288,0.003,23.702299123,7.88604762691
66860.0,6.16,27.96,0.75,0.418,0.006,35.765379113,3.39268583537
66886.0,9.24,41.22,1.41,1.186,0.004,24.2600679282,7.31553993722
66903.0,5.91,10.24,0.49,1.0,0.005,97.65625,0.961499783199
66919.0,8.55,16.89,0.71,0.552,0.016,59.2066311427,4.68814824786
66954.0,9.23,36.27,1.19,1.101,0.002,27.5709953129,7.0277377779
